time,energy,energy_error,angle,angular_velocity
1.85568,2.87035,-5.41789e-14,0.605376,1.50252
1.85783,2.87035,-5.4623e-14,0.608599,1.49048
1.86,2.87035,-5.41789e-14,0.611807,1.47834
1.86217,2.87035,-5.4623e-14,0.615001,1.4661
1.86434,2.87035,-5.41789e-14,0.618181,1.45376
1.86653,2.87035,-5.4623e-14,0.621345,1.44132
1.86872,2.87035,-5.37348e-14,0.624493,1.42877
1.87093,2.87035,-5.50671e-14,0.627626,1.41613
1.87314,2.87035,-5.55112e-14,0.630743,1.40337
1.87536,2.87035,-5.68434e-14,0.633844,1.39052
1.87758,2.87035,-5.59552e-14,0.636928,1.37756
1.87982,2.87035,-5.55112e-14,0.639994,1.3645
1.88207,2.87035,-5.50671e-14,0.643044,1.35133
1.88432,2.87035,-5.4623e-14,0.646076,1.33805
1.88659,2.87035,-5.4623e-14,0.649089,1.32467
1.88886,2.87035,-5.41789e-14,0.652084,1.31118
1.89114,2.87035,-5.4623e-14,0.655061,1.29758
1.89343,2.87035,-5.28466e-14,0.658018,1.28388
1.89573,2.87035,-5.28466e-14,0.660955,1.27007
1.89804,2.87035,-5.28466e-14,0.663873,1.25614
1.90036,2.87035,-5.28466e-14,0.66677,1.24211
1.90269,2.87035,-5.24025e-14,0.669647,1.22797
1.90503,2.87035,-5.19584e-14,0.672502,1.21372
1.90738,2.87035,-5.24025e-14,0.675335,1.19936
1.90973,2.87035,-5.19584e-14,0.678147,1.18488
1.9121,2.87035,-5.24025e-14,0.680935,1.1703
1.91448,2.87035,-5.28466e-14,0.683701,1.1556
1.91687,2.87035,-5.28466e-14,0.686443,1.14079
1.91927,2.87035,-5.37348e-14,0.689162,1.12587
1.92168,2.87035,-5.37348e-14,0.691856,1.11083
1.9241,2.87035,-5.41789e-14,0.694524,1.09569
1.92653,2.87035,-5.50671e-14,0.697168,1.08042
1.92897,2.87035,-5.50671e-14,0.699785,1.06505
1.93142,2.87035,-5.41789e-14,0.702376,1.04956
1.93388,2.87035,-5.32907e-14,0.70494,1.03395
1.93635,2.87035,-5.37348e-14,0.707476,1.01823
1.93883,2.87035,-5.4623e-14,0.709984,1.0024
1.94132,2.87035,-5.41789e-14,0.712463,0.986449
1.94383,2.87035,-5.4623e-14,0.714913,0.970385
1.94634,2.87035,-5.4623e-14,0.717333,0.954206
1.94887,2.87035,-5.41789e-14,0.719723,0.937913
1.95141,2.87035,-5.4623e-14,0.722081,0.921504
1.95395,2.87035,-5.50671e-14,0.724408,0.90498
1.95651,2.87035,-5.55112e-14,0.726702,0.888342
1.95908,2.87035,-5.59552e-14,0.728963,0.87159
1.96166,2.87035,-5.63993e-14,0.731191,0.854723
1.96425,2.87035,-5.72875e-14,0.733384,0.837742
1.96686,2.87035,-5.77316e-14,0.735542,0.820648
1.96947,2.87035,-5.77316e-14,0.737664,0.803441
1.97209,2.87035,-5.68434e-14,0.739751,0.786122
1.97473,2.87035,-5.77316e-14,0.7418,0.768691
1.97738,2.87035,-5.81757e-14,0.743811,0.751148
1.98003,2.87035,-5.86198e-14,0.745783,0.733495
1.9827,2.87035,-5.81757e-14,0.747717,0.715733
1.98538,2.87035,-5.9508e-14,0.749611,0.697862
1.98807,2.87035,-5.90639e-14,0.751463,0.679884
1.99077,2.87035,-5.9952e-14,0.753275,0.661799
1.99348,2.87035,-5.9952e-14,0.755044,0.643609
1.9962,2.87035,-6.08402e-14,0.756771,0.625315
1.99894,2.87035,-5.9952e-14,0.758454,0.606918
2.00168,2.87035,-6.08402e-14,0.760093,0.588421
2.00443,2.87035,-6.12843e-14,0.761686,0.569825
2.00719,2.87035,-6.08402e-14,0.763234,0.551131
2.00996,2.87035,-6.21725e-14,0.764736,0.532342
2.01274,2.87035,-6.12843e-14,0.76619,0.513459
2.01553,2.87035,-6.21725e-14,0.767596,0.494486
2.01833,2.87035,-6.08402e-14,0.768954,0.475423
2.02114,2.87035,-6.12843e-14,0.770262,0.456273
2.02396,2.87035,-6.17284e-14,0.77152,0.43704
2.02678,2.87035,-6.17284e-14,0.772727,0.417725
2.02962,2.87035,-6.26166e-14,0.773883,0.398332
2.03246,2.87035,-6.35048e-14,0.774987,0.378863
2.0353,2.87035,-6.43929e-14,0.776038,0.359321
2.03816,2.87035,-6.52811e-14,0.777036,0.339711
2.04102,2.87035,-6.39488e-14,0.77798,0.320034
2.04389,2.87035,-6.4837e-14,0.77887,0.300294
2.04677,2.87035,-6.4837e-14,0.779705,0.280496
2.04965,2.87035,-6.43929e-14,0.780484,0.260642
2.05253,2.87035,-6.39488e-14,0.781208,0.240737
2.05253,2.87035,-6.39488e-14,0.781208,0.240737
