t,x_num,v_num,x_exact,energy_num
1.986,0.996133609128,0.5519853484,0.996133609143,19.7392088021
1.987,0.99666592802,0.512648932824,0.996665928034,19.7392088021
1.988,0.997158900248,0.473292278746,0.997158900261,19.7392088021
1.989,0.997612506349,0.433916939899,0.997612506361,19.7392088021
1.99,0.998026728417,0.394524470755,0.998026728428,19.7392088021
1.991,0.998401550099,0.35511642646,0.998401550109,19.7392088021
1.992,0.998736956597,0.315694362776,0.998736956606,19.7392088021
1.993,0.99903293467,0.27625983602,0.999032934678,19.7392088021
1.994,0.999289472634,0.236814402998,0.999289472641,19.7392088021
1.995,0.99950656036,0.197359620949,0.999506560366,19.7392088021
1.996,0.999684189278,0.157897047481,0.999684189283,19.7392088021
1.997,0.999822352377,0.118428240507,0.999822352381,19.7392088021
1.998,0.999921044201,0.0789547581888,0.999921044204,19.7392088021
1.999,0.999980260854,0.0394781588722,0.999980260856,19.7392088021
2,0.999999999999,1.02547462537e-09,1,19.7392088021
2.001,0.999980260856,-0.0394781568213,0.999980260856,19.7392088021
2.002,0.999921044205,-0.078954756138,0.999921044204,19.7392088021
2.003,0.999822352383,-0.118428238456,0.999822352381,19.7392088021
2.004,0.999684189287,-0.15789704543,0.999684189283,19.7392088021
2.005,0.99950656037,-0.197359618899,0.999506560366,19.7392088021
2.006,0.999289472646,-0.236814400949,0.999289472641,19.7392088021
2.007,0.999032934684,-0.276259833971,0.999032934678,19.7392088021
2.008,0.998736956613,-0.315694360728,0.998736956606,19.7392088021
2.009,0.998401550117,-0.355116424412,0.998401550109,19.7392088021
2.01,0.998026728438,-0.394524468708,0.998026728428,19.7392088021
2.011,0.997612506372,-0.433916937853,0.997612506361,19.7392088021
2.012,0.997158900272,-0.473292276701,0.997158900261,19.7392088021
2.013,0.996665928047,-0.51264893078,0.996665928034,19.7392088021
2.014,0.996133609157,-0.551985346357,0.996133609143,19.7392088021
2.015,0.995561964618,-0.591299970497,0.995561964603,19.7392088021
2.016,0.994951016997,-0.630591251127,0.994951016981,19.7392088021
2.017,0.994300790414,-0.669857637095,0.994300790397,19.7392088021
2.018,0.993611310538,-0.70909757823,0.99361131052,19.7392088021
2.019,0.992882604589,-0.748309525406,0.99288260457,19.7392088021
2.02,0.992114701334,-0.787491930604,0.992114701315,19.7392088021
2.021,0.99130763109,-0.826643246969,0.99130763107,19.7392088021
2.022,0.990461425719,-0.865761928874,0.990461425697,19.7392088021
2.023,0.989576118626,-0.904846431981,0.989576118603,19.7392088021
2.024,0.988651744762,-0.943895213299,0.988651744738,19.7392088021
2.025,0.98768834062,-0.982906731251,0.987688340595,19.7392088021
2.026,0.986685944234,-1.02187944573,0.986685944208,19.7392088021
2.027,0.985644595176,-1.06081181815,0.985644595149,19.7392088021
2.028,0.984564334557,-1.09970231155,0.984564334529,19.7392088021
2.029,0.983445205024,-1.13854939057,0.983445204995,19.7392088021
2.03,0.982287250759,-1.17735152162,0.982287250729,19.7392088021
2.031,0.981090517475,-1.21610717285,0.981090517443,19.7392088021
2.032,0.979855052417,-1.25481481424,0.979855052384,19.7392088021
2.033,0.978580904359,-1.2934729177,0.978580904326,19.7392088021
2.034,0.977268123603,-1.33207995706,0.977268123568,19.7392088021
2.035,0.975916761974,-1.37063440818,0.975916761939,19.7392088021
2.036,0.974526872823,-1.40913474901,0.974526872787,19.7392088021
2.037,0.97309851102,-1.44757945961,0.973098510982,19.7392088021
2.038,0.971631732953,-1.48596702225,0.971631732915,19.7392088021
2.039,0.97012659653,-1.52429592145,0.97012659649,19.7392088021
2.04,0.968583161169,-1.56256464406,0.968583161129,19.7392088021
2.041,0.967001487804,-1.6007716793,0.967001487763,19.7392088021
